HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
51,45,49,76,74,25,Grass,Poison,False,Oddish
78,109,119,58,70,58,Rock,Ground,False,Golem
89,98,101,33,68,62,Ground,,False,Sandslash
51,25,49,34,14,25,Bug,,False,Metapod
54,75,59,61,52,68,Poison,,False,Nidorino
61,61,54,40,45,44,Bug,Poison,False,Venonat
92,145,113,65,122,88,Water,Dark,False,GyaradosMega Gyarados
24,84,99,49,40,51,Rock,Water,False,Kabuto
34,73,51,52,71,125,Ground,,False,Dugtrio
56,70,58,66,58,67,Poison,,False,Nidorino
89,115,66,53,61,130,Rock,Flying,False,Aerodactyl
68,82,87,118,92,56,Grass,Poison,False,Vileplume
45,48,40,43,65,58,Fire,,False,Vulpix
25,54,41,54,49,86,Electric,,False,Pikachu
155,107,73,69,103,18,Normal,,False,Snorlax
69,57,62,47,43,91,Water,,False,Poliwhirl
77,93,120,38,57,54,Ground,,False,Sandslash
58,87,44,61,67,100,Normal,,False,Raticate
52,50,50,34,38,36,Poison,,False,Nidoran♀
102,158,57,199,115,135,Psychic,,True,MewtwoMega Mewtwo Y
68,43,71,54,32,47,Grass,Psychic,False,Exeggcute
70,111,100,36,60,97,Normal,,False,Tauros
89,93,78,81,64,84,Poison,Ground,False,Nidoking
37,34,37,51,59,69,Fire,,False,Vulpix
56,94,130,81,58,65,Poison,,False,Weezing
67,92,51,97,67,116,Electric,,False,Raichu
26,85,48,64,63,118,Ground,,False,Dugtrio
72,136,75,72,110,134,Rock,Flying,False,AerodactylMega Aerodactyl
56,47,55,41,54,40,Poison,,False,Nidoran♀
50,107,73,42,106,77,Fighting,,False,Hitmonchan
58,63,58,51,58,62,Normal,Flying,False,Pidgeotto
85,79,113,101,76,27,Water,Psychic,False,Slowbro
42,55,30,62,51,69,Fire,,False,Charmander
36,33,55,96,134,100,Psychic,Fairy,False,Mr. Mime
81,94,73,43,71,43,Fighting,,False,Machoke
92,133,78,73,86,144,Rock,Flying,False,AerodactylMega Aerodactyl
44,51,51,47,60,75,Electric,,False,Pikachu
59,63,57,84,80,75,Grass,Poison,False,Ivysaur
88,105,75,159,110,97,Fire,Flying,False,CharizardMega Charizard Y
56,74,86,15,23,44,Ground,,False,Sandshrew
55,54,40,113,97,106,Ice,Psychic,False,Jynx
68,85,68,63,76,78,Poison,,False,Arbok
107,128,104,58,84,101,Normal,,False,KangaskhanMega Kangaskhan
95,98,89,49,67,87,Normal,,False,Kangaskhan
85,91,76,68,69,65,Water,,False,Seaking
89,136,89,72,102,143,Rock,Flying,False,AerodactylMega Aerodactyl
104,183,101,163,107,121,Psychic,Fighting,True,MewtwoMega Mewtwo X
54,59,58,78,87,69,Grass,Poison,False,Ivysaur
47,40,29,24,42,67,Poison,Flying,False,Zubat
87,98,80,126,87,98,Fire,Flying,True,Moltres
55,48,98,41,52,41,Ground,,False,Cubone
68,35,73,85,84,137,Electric,,False,Electrode
94,55,76,36,41,5,Water,Psychic,False,Slowpoke
60,82,59,53,59,105,Normal,,False,Raticate
87,70,56,50,46,16,Poison,,False,Grimer
66,101,85,45,69,110,Normal,,False,Tauros
103,134,102,55,96,96,Normal,,False,KangaskhanMega Kangaskhan
73,128,93,54,74,74,Bug,,False,Pinsir
39,56,56,38,49,57,Poison,,False,Ekans
103,120,119,48,53,38,Ground,Rock,False,Rhydon
50,32,42,64,59,86,Electric,,False,Voltorb
82,66,68,141,79,132,Normal,Flying,False,PidgeotMega Pidgeot
68,87,74,58,74,98,Normal,Flying,False,Fearow
71,91,69,53,73,82,Poison,Flying,False,Golbat
255,9,4,30,103,49,Normal,,False,Chansey
57,66,47,74,64,124,Normal,,False,Persian
60,77,56,56,52,70,Poison,,False,Nidorino
81,72,66,63,79,84,Poison,Flying,False,Golbat
51,31,28,16,27,42,Bug,,False,Caterpie
60,39,54,48,77,47,Water,,False,Seel
76,77,85,106,103,64,Grass,Poison,False,Venusaur
48,134,116,55,45,77,Water,,False,Kingler
59,161,117,64,102,107,Bug,Flying,False,PinsirMega Pinsir
68,63,60,70,63,81,Fire,,False,Charmeleon
26,40,63,73,11,74,Water,,False,Horsea
86,78,76,37,48,1,Water,Psychic,False,Slowpoke
43,41,46,114,50,97,Ghost,Poison,False,Haunter
53,44,44,53,69,54,Normal,,False,Eevee
86,89,85,80,78,83,Poison,Ground,False,Nidoqueen
61,39,41,71,59,52,Water,,False,Psyduck
88,72,82,72,94,67,Water,Ice,False,Dewgong
53,60,56,57,64,58,Normal,Flying,False,Farfetch'd
49,52,35,116,47,99,Ghost,Poison,False,Haunter
63,104,43,84,49,54,Grass,Poison,False,Weepinbell
77,92,116,125,130,78,Grass,Poison,False,VenusaurMega Venusaur
72,146,41,18,87,142,Bug,Poison,False,BeedrillMega Beedrill
49,76,58,48,53,67,Poison,,False,Nidorino
66,52,75,99,68,103,Bug,Poison,False,Venomoth
90,134,82,49,94,55,Fighting,,False,Machamp
48,52,44,48,71,62,Normal,,False,Eevee
86,120,123,56,67,42,Rock,Ground,False,Golem
56,69,71,121,69,114,Ghost,Poison,False,Gengar
80,95,82,162,119,103,Fire,Flying,False,CharizardMega Charizard Y
58,43,55,37,32,43,Poison,,False,Nidoran♀
50,43,44,71,64,53,Water,,False,Psyduck
67,88,50,92,74,114,Electric,,False,Raichu
82,89,77,91,79,81,Poison,Ground,False,Nidoking
71,96,77,92,74,101,Water,,False,Golduck
92,124,85,56,97,86,Water,Flying,False,Gyarados
69,51,37,114,96,93,Ice,Psychic,False,Jynx
37,58,49,39,52,60,Poison,,False,Ekans
68,111,86,54,83,106,Bug,Flying,False,Scyther
68,65,55,48,66,111,Normal,,False,Persian
89,75,103,105,72,47,Water,Psychic,False,Slowbro
45,59,36,19,26,68,Normal,Flying,False,Spearow
55,51,61,85,66,80,Bug,Flying,False,Butterfree
30,51,57,76,47,84,Water,,False,Staryu
64,76,62,62,72,63,Dragon,,False,Dragonair
124,53,52,116,93,60,Water,,False,Vaporeon
32,112,92,20,20,34,Water,,False,Krabby
57,100,77,54,79,103,Bug,Flying,False,Scyther
100,97,83,112,90,97,Fire,Flying,True,Moltres
37,102,45,66,61,90,Fire,,False,Ponyta
38,59,48,52,57,85,Water,,False,Staryu
38,45,38,56,54,61,Fire,,False,Charmander
34,86,32,25,53,70,Fighting,,False,Mankey
44,35,53,53,62,51,Water,,False,Squirtle
57,63,56,72,76,120,Normal,,False,Persian
45,25,50,15,27,38,Bug,Poison,False,Kakuna
41,95,184,92,39,74,Water,Ice,False,Cloyster
69,69,59,111,93,128,Electric,,False,Jolteon
81,109,106,65,99,60,Water,Fighting,False,Poliwrath
69,135,120,123,79,108,Fire,Dragon,False,CharizardMega Charizard X
56,119,80,60,49,96,Normal,Flying,False,Dodrio
52,49,50,103,50,88,Ghost,Poison,False,Haunter
54,54,44,67,52,48,Water,,False,Psyduck
46,78,92,18,32,31,Ground,,False,Sandshrew
61,111,76,61,90,96,Bug,Flying,False,Scyther
55,40,66,180,96,159,Psychic,,False,AlakazamMega Alakazam
125,65,61,100,101,68,Water,,False,Vaporeon
43,47,43,61,53,62,Fire,,False,Charmander
44,60,46,41,34,48,Poison,,False,Nidoran♂
54,54,27,29,35,84,Water,,False,Poliwag
47,55,30,46,50,45,Poison,,False,Nidoran♂
108,120,108,60,102,95,Normal,,False,KangaskhanMega Kangaskhan
103,87,95,121,65,44,Grass,Psychic,False,Exeggutor
243,12,1,42,105,48,Normal,,False,Chansey
88,43,74,64,84,26,Normal,,False,Lickitung
57,61,67,68,44,85,Water,,False,Poliwhirl
45,35,39,41,42,88,Normal,,False,Meowth
77,134,111,135,89,101,Fire,Dragon,False,CharizardMega Charizard X
51,104,91,42,114,63,Fighting,,False,Hitmonchan
58,98,126,75,67,69,Poison,,False,Weezing
47,52,50,42,41,56,Normal,,False,Ditto
55,82,125,58,52,34,Rock,Ground,False,Graveler
124,86,88,86,99,52,Water,Ice,False,Lapras
97,96,87,91,79,83,Fire,,False,Arcanine
62,56,67,169,96,146,Psychic,,False,AlakazamMega Alakazam
63,60,64,96,73,89,Bug,Poison,False,Venomoth
44,86,87,21,33,35,Ground,,False,Sandshrew
25,65,94,52,45,64,Rock,Water,False,Kabuto
99,67,104,99,71,28,Water,Psychic,False,Slowbro
42,51,32,37,30,59,Normal,Flying,False,Pidgey
85,99,108,130,100,81,Water,,False,BlastoiseMega Blastoise
58,64,93,110,69,80,Electric,Steel,False,Magneton
96,81,63,96,79,51,Fairy,,False,Clefable
40,49,77,51,55,48,Water,,False,Squirtle
63,50,122,99,41,60,Grass,,False,Tangela
62,86,72,67,75,70,Dragon,,False,Dragonair
58,87,75,58,87,30,Bug,Grass,False,Parasect
68,93,120,89,61,59,Poison,,False,Weezing
36,27,43,50,94,77,Water,Poison,False,Tentacool
99,85,92,26,88,84,Normal,,False,Kangaskhan
95,109,79,101,79,95,Fire,,False,Arcanine
71,42,60,40,60,53,Water,,False,Seel
90,91,107,56,93,60,Water,Fighting,False,Poliwrath
53,73,73,122,73,111,Ghost,Poison,False,Gengar
53,51,103,39,35,40,Ground,,False,Cubone
66,73,65,61,60,116,Normal,,False,Persian
47,48,38,51,59,67,Fire,,False,Charmander
82,94,132,118,112,88,Grass,Poison,False,VenusaurMega Venusaur
57,64,96,11,18,36,Ground,,False,Sandshrew
53,94,43,91,51,42,Grass,Poison,False,Weepinbell
60,74,119,51,71,35,Ground,,False,Marowak
90,81,100,96,118,75,Ice,Flying,True,Articuno
35,47,67,77,17,52,Water,,False,Horsea
62,103,65,51,58,90,Fighting,,False,Primeape
41,37,31,55,104,63,Water,Poison,False,Tentacool
34,85,48,41,29,73,Normal,Flying,False,Doduo
56,61,59,61,53,68,Normal,Flying,False,Farfetch'd
45,40,70,79,55,35,Grass,Poison,False,Oddish
54,64,43,63,59,67,Fire,,False,Growlithe
63,63,67,130,72,115,Ghost,Poison,False,Gengar
85,81,75,72,67,99,Normal,Flying,False,Pidgeot
58,90,124,51,47,29,Rock,Ground,False,Graveler
35,73,83,61,46,23,Poison,,False,Koffing
99,96,78,124,57,66,Grass,Psychic,False,Exeggutor
46,83,25,30,52,65,Fighting,,False,Mankey
90,91,86,135,86,92,Electric,Flying,True,Zapdos
108,153,77,189,126,128,Psychic,,True,MewtwoMega Mewtwo Y
62,71,67,74,68,46,Grass,Poison,False,Gloom
85,79,73,87,97,81,Fire,,False,Ninetales
77,71,65,65,126,70,Psychic,,False,Hypno
96,106,95,97,102,99,Psychic,,False,Mew
44,51,34,44,62,46,Poison,,False,Ekans
58,88,44,93,78,116,Electric,,False,Raichu
73,82,82,104,101,83,Grass,Poison,False,Venusaur
59,92,116,49,48,26,Rock,Ground,False,Graveler
30,56,30,41,35,68,Normal,Flying,False,Spearow
53,116,109,65,72,75,Rock,Water,False,Kabutops
80,99,117,135,106,81,Water,,False,BlastoiseMega Blastoise
75,55,76,55,49,66,Poison,,False,Nidorina
54,72,92,108,81,106,Water,Psychic,False,Starmie
91,90,89,97,117,88,Ice,Flying,True,Articuno
103,37,16,51,25,23,Normal,Fairy,False,Jigglypuff
52,97,118,75,69,69,Poison,,False,Weezing
55,75,84,71,73,57,Water,,False,Wartortle
85,97,80,125,92,100,Fire,Flying,True,Moltres
29,80,83,63,37,63,Rock,Water,False,Kabuto
61,88,90,54,77,36,Bug,Grass,False,Parasect
62,79,73,106,93,117,Water,Psychic,False,Starmie
47,58,94,119,68,78,Electric,Steel,False,Magneton
80,94,65,63,79,86,Poison,Flying,False,Golbat
142,67,73,81,102,67,Water,Ice,False,Lapras
64,108,75,46,70,93,Normal,Flying,False,Dodrio
42,71,85,24,41,40,Ground,,False,Sandshrew
90,117,67,106,83,99,Fire,,False,Arcanine
70,57,109,89,40,97,Water,,False,Seadra
76,77,85,129,75,114,Normal,Flying,False,PidgeotMega Pidgeot
53,60,63,86,65,139,Electric,,False,Electrode
50,52,32,28,24,76,Normal,Flying,False,Spearow
64,76,71,59,78,70,Poison,,False,Arbok
69,65,55,117,106,123,Electric,,False,Jolteon
78,138,98,95,109,70,Dragon,Flying,False,Dragonite
40,42,158,34,33,71,Rock,Ground,False,Onix
61,47,45,77,81,79,Bug,Flying,False,Butterfree
62,76,65,53,55,111,Normal,,False,Persian
79,62,64,101,85,140,Electric,,False,Jolteon
105,150,65,183,131,144,Psychic,,True,MewtwoMega Mewtwo Y
97,62,86,70,85,77,Water,Ice,False,Dewgong
45,41,14,15,16,49,Bug,Poison,False,Weedle
97,154,110,81,120,86,Water,Dark,False,GyaradosMega Gyarados
81,137,109,139,80,102,Fire,Dragon,False,CharizardMega Charizard X
95,73,175,129,80,38,Water,Psychic,False,SlowbroMega Slowbro
118,106,73,58,90,51,Poison,,False,Muk
169,101,63,58,116,15,Normal,,False,Snorlax
70,73,65,71,73,89,Poison,Flying,False,Golbat
60,63,64,136,66,111,Ghost,Poison,False,Gengar
38,42,38,32,38,101,Normal,,False,Meowth
50,61,42,26,43,54,Poison,,False,Nidoran♂
106,113,66,51,106,53,Poison,,False,Muk
47,39,42,46,68,61,Fire,,False,Vulpix
56,49,51,57,62,44,Water,,False,Seel
61,64,59,143,80,114,Ghost,Poison,False,Gengar
40,49,26,40,40,63,Normal,Flying,False,Spearow
56,81,64,74,83,64,Dragon,,False,Dragonair
29,50,85,70,14,48,Water,,False,Horsea
49,56,51,58,51,61,Grass,Poison,False,Bulbasaur
110,126,120,45,47,39,Ground,Rock,False,Rhydon
58,61,46,47,94,42,Psychic,,False,Drowzee
40,59,36,39,51,60,Poison,,False,Ekans
46,102,175,78,39,78,Water,Ice,False,Cloyster
37,75,36,41,49,75,Fighting,,False,Mankey
58,85,91,63,79,34,Bug,Grass,False,Parasect
63,76,51,94,98,118,Electric,,False,Electabuzz
23,87,98,53,50,44,Rock,Water,False,Kabuto
81,74,76,128,88,126,Normal,Flying,False,PidgeotMega Pidgeot
102,60,193,119,87,25,Water,Psychic,False,SlowbroMega Slowbro
107,152,71,195,109,138,Psychic,,True,MewtwoMega Mewtwo Y
245,8,1,43,104,51,Normal,,False,Chansey
70,59,55,49,45,67,Normal,Flying,False,Pidgeotto
45,59,25,31,29,75,Normal,Flying,False,Spearow
54,62,56,24,49,66,Water,,False,Goldeen
74,108,98,27,78,99,Normal,,False,Tauros
49,42,52,37,45,50,Poison,,False,Nidoran♀
87,41,61,67,79,42,Normal,,False,Lickitung
59,50,46,98,90,59,Bug,Flying,False,Butterfree
39,51,57,87,128,89,Psychic,Fairy,False,Mr. Mime
57,71,97,164,92,123,Ghost,Poison,False,GengarMega Gengar
43,100,67,35,119,77,Fighting,,False,Hitmonchan
88,82,81,131,87,102,Electric,Flying,True,Zapdos
58,83,95,97,79,105,Water,Psychic,False,Starmie
28,80,54,43,32,80,Normal,Flying,False,Doduo
81,91,51,35,43,27,Poison,,False,Grimer
60,121,98,55,74,79,Bug,,False,Pinsir
63,63,61,131,74,97,Ghost,Poison,False,Gengar
63,93,127,82,63,57,Poison,,False,Weezing
67,85,59,100,99,93,Electric,,False,Electabuzz
21,22,24,101,43,95,Psychic,,False,Abra
46,72,78,170,84,135,Ghost,Poison,False,GengarMega Gengar
28,34,18,131,78,110,Psychic,,False,Kadabra
55,65,69,45,53,63,Normal,Flying,False,Farfetch'd
59,73,88,88,40,92,Water,,False,Seadra
91,84,66,71,83,93,Normal,Flying,False,Pidgeot
38,70,44,41,60,29,Bug,Grass,False,Paras
63,90,80,104,74,102,Fire,Flying,False,Charizard
87,65,83,100,89,59,Fairy,,False,Clefable
66,79,91,91,44,77,Water,,False,Seadra
78,81,77,69,59,91,Poison,Flying,False,Golbat
68,77,65,29,36,27,Fighting,,False,Machop
51,44,33,40,37,80,Normal,,False,Meowth
82,89,67,90,78,94,Water,,False,Golduck
55,80,68,74,78,83,Poison,,False,Arbok
58,36,52,51,83,40,Water,,False,Seel
93,148,79,204,122,134,Psychic,,True,MewtwoMega Mewtwo Y
42,66,87,122,76,72,Electric,Steel,False,Magneton
21,99,85,25,32,63,Water,,False,Krabby
59,56,46,47,88,48,Psychic,,False,Drowzee
73,37,81,51,36,42,Grass,Psychic,False,Exeggcute
64,78,53,24,39,44,Fighting,,False,Machop
76,79,83,86,93,92,Fire,,False,Ninetales
45,87,122,41,66,59,Ground,,False,Marowak
12,45,27,40,50,104,Ground,,False,Diglett
105,68,174,123,83,22,Water,Psychic,False,SlowbroMega Slowbro
90,108,55,62,72,134,Rock,Flying,False,Aerodactyl
106,107,75,119,59,52,Grass,Psychic,False,Exeggutor
52,54,36,34,18,76,Normal,Flying,False,Spearow
70,89,77,75,58,60,Dragon,,False,Dragonair
70,96,121,123,122,89,Grass,Poison,False,VenusaurMega Venusaur
56,82,53,97,91,111,Electric,,False,Electabuzz
69,50,63,38,54,94,Water,,False,Poliwhirl
93,109,70,67,107,47,Poison,,False,Muk
63,153,125,61,88,107,Bug,Flying,False,PinsirMega Pinsir
84,79,108,101,84,34,Water,Psychic,False,Slowbro
88,104,71,90,67,74,Poison,Ground,False,Nidoking
81,68,105,96,111,73,Water,,False,Blastoise
63,122,103,45,73,94,Bug,,False,Pinsir
32,76,52,39,41,56,Dragon,,False,Dratini
52,131,107,52,60,74,Water,,False,Kingler
67,85,66,71,84,79,Water,,False,Seaking
43,107,172,85,46,77,Water,Ice,False,Cloyster
65,125,100,59,73,85,Bug,,False,Pinsir
60,50,34,43,83,54,Psychic,,False,Drowzee
87,100,78,125,60,64,Grass,Psychic,False,Exeggutor
79,111,80,155,123,86,Fire,Flying,False,CharizardMega Charizard Y
59,95,62,72,61,93,Normal,Flying,False,Fearow
62,92,118,85,58,69,Poison,,False,Weezing
88,66,78,55,72,26,Normal,,False,Lickitung
48,74,67,30,47,59,Water,,False,Goldeen
40,37,61,98,128,96,Psychic,Fairy,False,Mr. Mime
78,77,69,97,83,88,Water,,False,Golduck
81,104,62,47,84,127,Rock,Flying,False,Aerodactyl
45,51,45,59,64,59,Normal,,False,Eevee
40,44,61,96,128,91,Psychic,Fairy,False,Mr. Mime
60,82,56,28,34,44,Fighting,,False,Machop
68,64,53,113,104,123,Electric,,False,Jolteon
102,78,103,85,110,98,Ice,Flying,True,Articuno
31,66,52,42,54,37,Bug,Grass,False,Paras
54,89,68,111,84,98,Fire,,False,Magmar
18,76,95,61,37,59,Rock,Water,False,Kabuto
99,34,15,53,22,26,Normal,Fairy,False,Jigglypuff
72,143,64,94,102,66,Fire,,False,Flareon
67,130,96,44,79,71,Bug,,False,Pinsir
13,9,43,10,34,80,Water,,False,Magikarp
104,85,94,132,60,45,Grass,Psychic,False,Exeggutor
77,89,91,135,88,109,Normal,Flying,False,PidgeotMega Pidgeot
