HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
26,83,66,42,42,55,Rock,Water,False,Kabuto
108,56,88,96,82,54,Fairy,,False,Clefable
103,141,124,53,65,26,Ground,Rock,False,Rhydon
82,78,44,39,33,29,Fighting,,False,Machop
50,44,7,16,24,52,Bug,Poison,False,Weedle
92,74,109,103,71,41,Water,Psychic,False,Slowbro
44,71,97,43,75,65,Ground,,False,Marowak
51,28,24,112,64,92,Psychic,,False,Kadabra
61,93,48,57,71,65,Bug,Poison,False,Beedrill
29,54,48,51,35,41,Normal,Flying,False,Pidgey
14,117,88,15,25,53,Water,,False,Krabby
30,51,34,48,68,68,Fire,,False,Vulpix
86,78,77,80,106,101,Water,Poison,False,Tentacruel
36,54,43,57,53,73,Fire,,False,Charmander
40,67,17,27,52,55,Normal,,False,Rattata
138,66,47,93,45,51,Normal,Fairy,False,Wigglytuff
75,104,76,59,52,98,Normal,Flying,False,Dodrio
89,92,81,114,65,63,Grass,Psychic,False,Exeggutor
64,128,85,38,70,74,Bug,,False,Pinsir
41,69,123,38,45,23,Rock,Ground,False,Graveler
72,59,71,70,73,66,Fire,,False,Charmeleon
23,71,43,43,65,129,Ground,,False,Dugtrio
62,92,45,33,49,28,Poison,,False,Grimer
103,105,99,94,104,95,Psychic,,False,Mew
103,71,78,82,118,61,Psychic,,False,Hypno
68,103,66,59,57,97,Normal,Flying,False,Dodrio
66,73,57,97,76,81,Bug,Poison,False,Venomoth
71,105,85,65,74,100,Bug,Flying,False,Scyther
62,69,116,133,60,56,Rock,Water,False,Omastar
63,67,74,67,58,60,Poison,,False,Nidorina
74,78,110,29,42,23,Ground,Rock,False,Rhyhorn
31,86,21,44,59,69,Fighting,,False,Mankey
84,72,69,75,78,98,Normal,Flying,False,Pidgeot
82,40,66,80,79,42,Normal,,False,Porygon
66,71,64,93,67,88,Bug,Poison,False,Venomoth
49,39,134,105,36,55,Grass,,False,Tangela
49,80,39,88,12,40,Grass,Poison,False,Bellsprout
71,118,105,68,69,91,Bug,,False,Pinsir
86,89,70,95,72,94,Water,,False,Golduck
164,97,69,81,114,35,Normal,,False,Snorlax
53,90,50,73,64,81,Dragon,,False,Dragonair
71,67,38,28,36,34,Fighting,,False,Machop
33,68,41,72,52,36,Water,,False,Psyduck
77,91,95,99,96,107,Water,Psychic,False,Starmie
4,45,77,78,44,49,Electric,Steel,False,Magnemite
81,118,69,52,90,103,Bug,Flying,False,Scyther
53,64,96,131,63,60,Electric,Steel,False,Magneton
56,66,31,54,45,45,Dragon,,False,Dratini
68,75,88,61,65,76,Poison,,False,Arbok
134,95,71,81,105,65,Water,Ice,False,Lapras
85,89,58,62,82,74,Water,,False,Seaking
81,63,45,52,62,88,Water,,False,Poliwhirl
72,114,73,68,74,129,Rock,Flying,False,Aerodactyl
79,135,92,131,81,87,Fire,Dragon,False,CharizardMega Charizard X
59,78,92,160,87,124,Ghost,Poison,False,GengarMega Gengar
46,69,74,95,73,46,Normal,,False,Porygon
46,129,76,43,74,98,Normal,Flying,False,Dodrio
60,67,132,122,57,44,Rock,Water,False,Omastar
100,107,120,118,117,84,Grass,Poison,False,VenusaurMega Venusaur
71,98,93,41,50,120,Normal,,False,Tauros
103,62,65,121,83,120,Normal,Flying,False,PidgeotMega Pidgeot
47,118,106,72,69,83,Rock,Water,False,Kabutops
171,119,66,48,106,11,Normal,,False,Snorlax
70,88,104,79,98,114,Water,Psychic,False,Starmie
63,114,77,50,87,112,Bug,Flying,False,Scyther
31,50,53,80,44,9,Grass,Poison,False,Oddish
56,70,67,23,46,68,Water,,False,Goldeen
79,89,89,77,75,60,Water,Fighting,False,Poliwrath
77,144,120,74,113,76,Water,Dark,False,GyaradosMega Gyarados
46,94,71,82,88,109,Electric,,False,Electabuzz
76,80,87,98,101,96,Water,Poison,False,Tentacruel
55,45,94,44,49,33,Ground,,False,Cubone
94,70,72,92,132,60,Psychic,,False,Hypno
46,46,75,43,43,41,Poison,,False,Nidoran♀
58,51,82,42,65,56,Ground,,False,Cubone
64,75,46,65,38,29,Grass,Poison,False,Bellsprout
77,84,77,59,85,52,Water,,False,Seaking
74,41,80,47,60,25,Grass,Psychic,False,Exeggcute
35,55,77,113,39,106,Water,,False,Seadra
69,60,65,40,52,44,Bug,Poison,False,Venonat
63,61,45,64,47,76,Fire,,False,Charmeleon
55,46,35,113,75,85,Ghost,Poison,False,Haunter
55,79,99,79,75,65,Water,,False,Wartortle
67,118,106,26,49,117,Normal,,False,Tauros
88,75,75,102,90,90,Water,,False,Golduck
52,48,43,26,48,74,Water,,False,Poliwag
17,51,62,104,42,51,Electric,Steel,False,Magnemite
41,33,49,55,57,45,Water,,False,Squirtle
60,97,49,35,99,61,Bug,Poison,False,Beedrill
108,116,107,156,69,140,Psychic,,True,Mewtwo
61,54,130,106,41,61,Grass,,False,Tangela
63,49,76,87,61,136,Electric,,False,Electrode
64,66,50,34,44,89,Normal,Flying,False,Pidgeotto
106,61,78,48,36,31,Water,Psychic,False,Slowpoke
68,115,50,100,81,87,Fire,,False,Magmar
44,108,44,73,73,86,Fighting,,False,Primeape
92,99,103,92,82,84,Psychic,,False,Mew
66,156,113,62,74,103,Bug,Flying,False,PinsirMega Pinsir
63,64,73,72,81,52,Water,,False,Wartortle
79,55,74,73,93,65,Water,Ice,False,Dewgong
161,110,72,65,108,24,Normal,,False,Snorlax
63,103,77,68,47,102,Normal,Flying,False,Dodrio
58,134,119,30,56,60,Water,,False,Kingler
70,72,44,65,45,94,Fire,,False,Ponyta
57,56,146,27,46,71,Rock,Ground,False,Onix
68,82,110,59,58,22,Rock,Ground,False,Graveler
54,59,61,32,56,57,Poison,,False,Nidorina
30,23,74,89,70,42,Electric,Steel,False,Magnemite
70,64,64,67,114,62,Psychic,,False,Hypno
68,59,74,47,60,57,Poison,,False,Nidorina
49,67,31,81,41,63,Fire,,False,Growlithe
70,84,68,58,68,94,Normal,Flying,False,Fearow
56,143,113,81,100,116,Bug,Flying,False,PinsirMega Pinsir
49,37,64,53,71,40,Water,,False,Squirtle
107,74,65,108,70,69,Fairy,,False,Clefable
54,64,40,46,24,37,Poison,,False,Nidoran♂
109,101,115,155,85,135,Psychic,,True,Mewtwo
33,55,58,24,27,100,Normal,,False,Meowth
47,92,95,61,83,39,Ground,,False,Marowak
1,45,9,33,61,115,Ground,,False,Diglett
62,57,46,86,60,86,Fire,,False,Charmeleon
66,108,106,47,63,87,Bug,,False,Pinsir
25,36,34,105,29,81,Ghost,Poison,False,Gastly
95,107,82,105,92,91,Electric,Flying,True,Zapdos
88,81,43,74,50,37,Grass,Poison,False,Weepinbell
69,74,42,84,41,64,Fire,,False,Growlithe
50,51,56,84,98,153,Electric,,False,Electrode
36,47,90,92,58,41,Rock,Water,False,Omanyte
49,35,31,13,17,50,Bug,Poison,False,Weedle
36,68,29,29,44,73,Normal,Flying,False,Doduo
43,57,86,39,40,32,Ground,,False,Cubone
67,155,31,1,68,163,Bug,Poison,False,BeedrillMega Beedrill
85,84,61,68,76,81,Poison,Flying,False,Golbat
57,125,42,31,117,77,Fighting,,False,Hitmonlee
42,25,39,19,17,53,Bug,Poison,False,Weedle
53,81,54,99,54,107,Bug,Poison,False,Venomoth
75,61,106,22,52,37,Ground,Rock,False,Rhyhorn
72,67,51,44,70,59,Poison,,False,Nidorina
83,92,73,33,70,30,Fighting,,False,Machoke
71,104,65,47,64,118,Rock,Flying,False,Aerodactyl
148,85,32,82,37,28,Normal,Fairy,False,Wigglytuff
109,78,175,137,82,36,Water,Psychic,False,SlowbroMega Slowbro
61,106,47,51,78,72,Water,,False,Seaking
74,106,122,75,67,48,Rock,Ground,False,Golem
33,54,57,55,70,54,Normal,,False,Eevee
30,57,30,48,58,64,Fire,,False,Vulpix
32,68,45,71,40,60,Fire,,False,Charmander
51,68,52,35,59,55,Water,,False,Goldeen
81,88,64,47,85,49,Fighting,,False,Machoke
70,81,111,66,65,46,Ground,,False,Marowak
24,68,105,42,27,39,Water,,False,Shellder
55,126,38,44,118,100,Fighting,,False,Hitmonlee
52,116,41,40,119,98,Fighting,,False,Hitmonlee
75,75,43,81,76,108,Electric,,False,Electabuzz
58,75,57,123,66,112,Ghost,Poison,False,Gengar
60,101,79,51,61,41,Fighting,,False,Machoke
44,43,45,83,71,40,Grass,Poison,False,Bulbasaur
20,88,86,25,28,12,Rock,Ground,False,Geodude
73,67,96,86,84,46,Water,Psychic,False,Slowbro
59,57,40,35,64,49,Normal,,False,Eevee
50,16,55,28,22,28,Bug,Poison,False,Kakuna
80,88,69,165,107,94,Fire,Flying,False,CharizardMega Charizard Y
102,105,92,101,107,93,Psychic,,False,Mew
84,62,81,80,137,84,Water,Poison,False,Tentacruel
67,130,59,77,108,67,Fire,,False,Flareon
29,17,27,9,10,43,Bug,Poison,False,Weedle
59,69,62,60,55,60,Poison,,False,Nidorino
105,175,97,52,125,77,Water,Dark,False,GyaradosMega Gyarados
23,71,45,41,27,83,Normal,,False,Rattata
94,106,83,121,80,96,Fire,Flying,True,Moltres
90,99,70,128,107,102,Electric,Flying,True,Zapdos
57,32,49,68,35,56,Water,,False,Psyduck
58,97,45,79,61,102,Fighting,,False,Primeape
71,101,107,138,125,64,Grass,Poison,False,VenusaurMega Venusaur
18,9,51,14,24,84,Water,,False,Magikarp
91,65,53,34,52,18,Water,Psychic,False,Slowpoke
56,22,52,75,48,78,Electric,,False,Voltorb
67,49,36,53,95,40,Psychic,,False,Drowzee
80,99,79,86,77,84,Poison,Ground,False,Nidoking
92,138,79,49,94,142,Rock,Flying,False,AerodactylMega Aerodactyl
62,77,57,28,53,31,Fighting,,False,Machop
132,79,41,115,90,55,Water,,False,Vaporeon
54,72,57,65,71,78,Dragon,,False,Dragonair
53,41,41,142,98,118,Psychic,,False,Alakazam
65,79,39,42,39,44,Grass,Poison,False,Bulbasaur
55,82,49,55,70,102,Normal,,False,Raticate
70,113,58,73,57,135,Rock,Flying,False,Aerodactyl
94,119,116,61,79,40,Rock,Ground,False,Golem
33,60,39,42,35,36,Poison,Flying,False,Zubat
61,35,52,44,55,65,Grass,Poison,False,Bulbasaur
34,67,103,48,36,53,Water,,False,Shellder
72,52,34,45,89,49,Water,,False,Seel
37,69,36,44,32,64,Poison,,False,Nidoran♂
55,65,47,52,53,46,Grass,Poison,False,Bulbasaur
41,140,64,23,88,91,Fighting,,False,Hitmonlee
83,131,123,116,86,110,Fire,Dragon,False,CharizardMega Charizard X
164,111,61,65,112,27,Normal,,False,Snorlax
53,33,22,40,113,74,Water,Poison,False,Tentacool
41,32,41,40,33,107,Normal,,False,Meowth
34,54,53,46,52,54,Water,,False,Squirtle
36,50,34,46,73,60,Fire,,False,Vulpix
86,135,118,46,47,45,Ground,Rock,False,Rhydon
34,58,74,95,130,100,Psychic,Fairy,False,Mr. Mime
173,115,71,66,105,24,Normal,,False,Snorlax
44,16,49,28,5,32,Bug,,False,Metapod
91,106,42,50,73,129,Rock,Flying,False,Aerodactyl
60,113,88,45,86,91,Bug,Flying,False,Scyther
33,28,44,39,63,104,Electric,,False,Voltorb
67,134,59,82,118,65,Fire,,False,Flareon
85,122,61,70,90,81,Water,Flying,False,Gyarados
75,85,79,131,78,131,Normal,Flying,False,PidgeotMega Pidgeot
50,60,72,51,44,89,Water,,False,Poliwhirl
47,36,44,59,53,91,Electric,,False,Voltorb
31,93,46,40,26,63,Normal,Flying,False,Doduo
50,26,38,18,17,46,Bug,,False,Caterpie
94,76,68,80,87,79,Poison,Ground,False,Nidoqueen
34,37,56,77,50,81,Water,,False,Staryu
75,105,67,118,89,104,Fire,Flying,False,Charizard
48,73,28,49,56,87,Electric,,False,Pikachu
47,72,88,23,35,35,Ground,,False,Sandshrew
34,69,28,38,38,48,Poison,,False,Nidoran♂
70,55,36,57,58,50,Grass,Poison,False,Bulbasaur
23,6,66,23,23,78,Water,,False,Magikarp
56,109,89,45,59,96,Normal,Flying,False,Dodrio
64,33,50,57,59,34,Water,,False,Seel
66,100,78,149,104,116,Fire,Flying,False,CharizardMega Charizard Y
78,133,118,127,81,97,Fire,Dragon,False,CharizardMega Charizard X
49,66,97,66,38,44,Poison,,False,Koffing
73,116,124,116,119,88,Grass,Poison,False,VenusaurMega Venusaur
95,40,15,31,18,16,Normal,Fairy,False,Jigglypuff
111,154,50,198,112,131,Psychic,,True,MewtwoMega Mewtwo Y
41,44,67,93,118,97,Psychic,Fairy,False,Mr. Mime
92,119,99,148,74,129,Psychic,,True,Mewtwo
45,38,48,67,40,75,Water,,False,Staryu
69,89,100,35,29,17,Ground,Rock,False,Rhyhorn
66,126,116,70,69,40,Rock,Ground,False,Golem
112,93,78,86,74,80,Water,Fighting,False,Poliwrath
85,93,78,145,120,88,Fire,Flying,False,CharizardMega Charizard Y
59,80,106,42,91,47,Ground,,False,Marowak
173,119,66,68,119,27,Normal,,False,Snorlax
51,85,40,29,46,57,Water,,False,Goldeen
77,85,82,92,77,87,Water,,False,Golduck
61,67,64,72,87,45,Water,,False,Wartortle
83,104,121,132,113,89,Grass,Poison,False,VenusaurMega Venusaur
66,59,68,93,78,44,Grass,Poison,False,Gloom
67,83,65,58,45,105,Normal,,False,Persian
86,62,77,97,84,56,Fairy,,False,Clefable
75,87,63,31,35,28,Poison,,False,Grimer
82,95,79,76,82,77,Fire,,False,Ninetales
66,39,55,96,74,52,Bug,Flying,False,Butterfree
30,51,66,82,35,94,Water,,False,Staryu
74,86,82,72,54,80,Normal,Flying,False,Fearow
115,187,98,161,94,148,Psychic,Fighting,True,MewtwoMega Mewtwo X
65,90,58,101,82,109,Fire,,False,Magmar
53,96,38,95,62,50,Grass,Poison,False,Weepinbell
45,54,38,60,56,56,Fire,,False,Charmander
43,35,50,50,79,63,Water,,False,Seel
59,71,17,63,49,22,Grass,Poison,False,Bellsprout
52,43,55,50,73,66,Water,,False,Seel
54,28,40,87,60,71,Bug,Flying,False,Butterfree
115,96,68,74,108,45,Poison,,False,Muk
60,84,127,92,78,49,Poison,,False,Weezing
93,75,183,115,72,30,Water,Psychic,False,SlowbroMega Slowbro
108,188,96,150,98,140,Psychic,Fighting,True,MewtwoMega Mewtwo X
89,77,84,114,62,73,Grass,Psychic,False,Exeggutor
67,53,53,61,52,35,Fairy,,False,Clefairy
90,54,55,65,87,25,Normal,,False,Lickitung
92,114,72,37,50,42,Fighting,,False,Machoke
68,84,74,127,69,114,Normal,Flying,False,PidgeotMega Pidgeot
64,114,178,96,47,51,Water,Ice,False,Cloyster
57,49,43,105,53,101,Ghost,Poison,False,Haunter
93,92,94,44,29,11,Ground,Rock,False,Rhyhorn
77,87,93,142,100,92,Fire,Flying,True,Moltres
53,128,75,93,118,40,Fire,,False,Flareon
41,90,73,42,54,21,Bug,Grass,False,Paras
56,43,87,49,52,33,Ground,,False,Cubone
81,71,80,66,72,82,Poison,,False,Arbok
61,67,77,55,36,60,Rock,Water,False,Kabuto
95,112,102,142,97,137,Psychic,,True,Mewtwo
55,103,121,77,57,53,Poison,,False,Weezing
66,57,61,93,82,36,Normal,,False,Porygon
70,73,70,116,83,104,Water,Psychic,False,Starmie
85,75,82,73,92,68,Water,Ice,False,Dewgong
33,44,49,54,43,86,Electric,,False,Pikachu
258,1,1,28,120,54,Normal,,False,Chansey
64,51,86,176,76,143,Ghost,Poison,False,GengarMega Gengar
63,66,109,98,33,50,Grass,,False,Tangela
93,93,64,85,93,88,Water,,False,Golduck
96,109,78,132,97,102,Fire,Flying,True,Moltres
81,59,41,36,46,29,Water,Psychic,False,Slowpoke
42,28,81,67,30,62,Water,,False,Horsea
81,127,68,91,61,50,Grass,Poison,False,Victreebel
59,89,45,34,32,17,Fighting,,False,Machop
68,63,93,28,48,8,Ground,Rock,False,Rhyhorn
67,61,58,72,47,134,Normal,,False,Persian
33,31,41,14,17,24,Bug,Poison,False,Kakuna
68,101,59,71,73,96,Normal,Flying,False,Pidgeot
82,101,84,148,120,98,Fire,Flying,False,CharizardMega Charizard Y
86,99,78,53,57,129,Rock,Flying,False,Aerodactyl
49,100,185,95,32,87,Water,Ice,False,Cloyster
22,82,50,50,43,77,Normal,Flying,False,Doduo
72,89,99,114,74,111,Water,Psychic,False,Starmie
26,46,47,66,37,102,Water,,False,Staryu
19,32,77,95,71,27,Electric,Steel,False,Magnemite
57,164,106,82,102,106,Bug,Flying,False,PinsirMega Pinsir
71,76,60,89,60,61,Grass,Poison,False,Weepinbell
60,32,20,28,70,53,Fire,,False,Vulpix
130,48,7,66,36,38,Normal,Fairy,False,Jigglypuff
73,99,50,70,73,91,Normal,Flying,False,Fearow
16,59,8,32,26,116,Ground,,False,Diglett
60,83,45,34,51,78,Normal,Flying,False,Pidgeotto
46,36,39,48,42,60,Dragon,,False,Dratini
121,176,115,127,105,113,Psychic,Fighting,True,MewtwoMega Mewtwo X
61,37,90,55,35,46,Grass,Psychic,False,Exeggcute
48,67,55,25,56,69,Water,,False,Goldeen
51,61,52,46,53,60,Water,,False,Goldeen
65,55,52,57,55,65,Normal,Flying,False,Pidgeotto
87,96,55,66,77,81,Normal,Flying,False,Pidgeot
58,89,69,121,76,112,Fire,Flying,False,Charizard
115,76,96,108,79,35,Water,Psychic,False,Slowbro
68,69,79,98,72,46,Grass,Poison,False,Gloom
65,72,56,39,43,44,Bug,Poison,False,Venonat
99,188,113,164,102,127,Psychic,Fighting,True,MewtwoMega Mewtwo X
76,78,58,72,73,93,Bug,Poison,False,Venomoth
47,66,88,100,45,94,Water,,False,Seadra
60,30,86,52,40,53,Grass,Psychic,False,Exeggcute
78,139,107,85,118,63,Dragon,Flying,False,Dragonite
39,56,36,23,35,77,Normal,Flying,False,Spearow
62,99,64,61,61,95,Normal,Flying,False,Fearow
122,60,44,105,66,26,Normal,Fairy,False,Wigglytuff
73,106,85,54,81,41,Fighting,,False,Machoke
99,78,103,106,68,51,Water,Psychic,False,Slowbro
23,47,52,26,54,64,Poison,,False,Ekans
29,25,20,119,21,84,Ghost,Poison,False,Gastly
47,30,57,54,33,48,Poison,,False,Nidoran♀
60,51,65,75,87,28,Grass,Poison,False,Gloom
75,126,53,97,117,57,Fire,,False,Flareon
51,54,38,53,82,50,Psychic,,False,Drowzee
46,37,35,37,46,64,Normal,Flying,False,Pidgey
37,32,31,108,25,77,Ghost,Poison,False,Gastly
47,21,17,125,50,78,Psychic,,False,Abra
95,108,141,121,100,82,Water,,False,BlastoiseMega Blastoise
94,64,79,98,100,49,Fairy,,False,Clefable
104,118,75,168,109,117,Psychic,,True,Mewtwo
97,164,68,182,114,122,Psychic,,True,MewtwoMega Mewtwo Y
77,56,51,48,61,40,Fairy,,False,Clefairy
74,104,88,84,83,79,Poison,Ground,False,Nidoqueen
44,89,50,53,82,120,Normal,,False,Persian
15,30,29,112,44,88,Psychic,,False,Abra
67,58,38,30,71,60,Normal,,False,Eevee
80,82,77,69,68,107,Poison,Flying,False,Golbat
42,96,51,68,61,92,Fire,,False,Ponyta
95,91,57,94,75,57,Fairy,,False,Clefable
144,66,55,105,93,50,Water,,False,Vaporeon
44,50,32,57,51,39,Normal,,False,Ditto
29,42,35,18,12,52,Bug,,False,Caterpie
91,132,75,121,106,64,Dragon,Flying,False,Dragonite
30,39,22,53,50,69,Fire,,False,Vulpix
44,84,130,36,61,59,Ground,,False,Marowak
49,40,25,70,58,66,Water,,False,Psyduck
74,60,70,48,43,20,Poison,,False,Grimer
53,67,83,93,93,121,Water,Psychic,False,Starmie
39,65,44,30,40,59,Poison,,False,Nidoran♂
60,47,48,58,56,72,Normal,,False,Eevee
46,43,38,116,65,97,Ghost,Poison,False,Haunter
31,37,34,47,46,95,Normal,,False,Meowth
24,47,49,47,51,48,Fire,,False,Vulpix
39,43,46,38,35,100,Electric,,False,Pikachu
69,92,89,133,70,120,Normal,Flying,False,PidgeotMega Pidgeot
70,46,66,88,65,42,Normal,,False,Porygon
105,103,103,93,101,95,Psychic,,False,Mew
63,33,36,38,76,43,Psychic,,False,Drowzee
46,72,52,34,32,91,Normal,Flying,False,Pidgeotto
104,122,104,54,99,107,Normal,,False,KangaskhanMega Kangaskhan
93,107,85,63,90,68,Poison,Ground,False,Nidoqueen
11,5,12,101,48,91,Psychic,,False,Abra
74,69,51,82,90,95,Electric,,False,Electabuzz
98,70,77,43,70,45,Normal,,False,Lickitung
47,35,35,15,21,53,Poison,Flying,False,Zubat
49,103,75,63,76,33,Bug,Grass,False,Parasect
78,108,56,76,84,137,Rock,Flying,False,Aerodactyl
80,138,135,57,80,56,Rock,Ground,False,Golem
52,100,47,95,74,117,Electric,,False,Raichu
74,85,58,65,76,95,Normal,Flying,False,Pidgeot
28,94,40,40,37,81,Normal,Flying,False,Doduo
57,18,37,121,59,123,Psychic,,False,Kadabra
57,52,54,40,65,33,Grass,Poison,False,Bulbasaur
27,42,43,42,28,76,Normal,,False,Meowth
48,43,39,44,66,42,Poison,,False,Ekans
54,71,56,63,65,74,Normal,Flying,False,Farfetch'd
56,51,47,34,103,74,Water,Poison,False,Tentacool
30,67,38,31,61,61,Poison,,False,Ekans
63,69,67,63,105,72,Psychic,,False,Hypno
7,9,53,12,13,85,Water,,False,Magikarp
26,61,32,58,78,57,Fire,,False,Vulpix
53,58,53,51,40,63,Grass,Poison,False,Bulbasaur
50,162,108,79,83,109,Bug,Flying,False,PinsirMega Pinsir
51,47,26,26,39,95,Normal,,False,Meowth
117,56,96,103,92,32,Water,Psychic,False,Slowbro
75,94,73,69,60,103,Fighting,,False,Primeape
68,95,116,45,66,100,Normal,,False,Tauros
31,132,65,29,96,87,Fighting,,False,Hitmonlee
62,46,57,40,32,38,Poison,,False,Nidoran♀
24,60,32,29,54,59,Normal,Flying,False,Spearow
87,76,67,72,114,99,Water,Poison,False,Tentacruel
106,59,10,52,20,34,Normal,Fairy,False,Jigglypuff
57,91,134,80,89,59,Poison,,False,Weezing
32,60,92,29,38,31,Rock,Ground,False,Geodude
28,67,28,51,59,89,Water,,False,Poliwag
96,104,85,112,73,92,Fire,,False,Arcanine
54,54,25,40,50,72,Normal,,False,Meowth
29,51,43,53,49,75,Fire,,False,Charmander
64,113,67,55,56,105,Normal,Flying,False,Dodrio
47,66,40,90,88,114,Electric,,False,Electabuzz
46,54,56,59,56,49,Water,,False,Psyduck
43,67,73,47,38,36,Rock,Water,False,Kabuto
90,99,102,38,57,52,Ground,,False,Sandslash
1,33,67,10,27,89,Water,,False,Magikarp
98,98,67,40,54,42,Fighting,,False,Machoke
50,81,64,52,43,87,Fire,,False,Ponyta
43,41,171,38,52,69,Rock,Ground,False,Onix
52,151,116,63,43,73,Water,,False,Kingler
64,128,87,66,73,79,Rock,Water,False,Kabutops
83,90,73,89,84,64,Water,,False,Golduck
77,78,78,30,53,7,Water,Psychic,False,Slowpoke
41,64,56,22,28,43,Poison,,False,Nidoran♀
22,51,71,106,60,36,Electric,Steel,False,Magnemite
63,131,125,46,71,44,Rock,Ground,False,Golem
98,106,147,56,60,44,Rock,Ground,False,Golem
108,101,74,127,54,42,Grass,Psychic,False,Exeggutor
81,99,55,56,86,73,Water,,False,Seaking
33,23,53,64,60,97,Electric,,False,Voltorb
63,51,60,87,98,67,Grass,Poison,False,Ivysaur
41,29,33,94,22,90,Ghost,Poison,False,Gastly
72,83,43,39,80,78,Bug,Poison,False,Beedrill
89,83,58,70,62,71,Water,,False,Seaking
89,104,95,110,95,88,Fire,,False,Arcanine
74,83,133,113,58,55,Rock,Water,False,Omastar
58,113,73,21,108,62,Fighting,,False,Hitmonchan
74,81,77,136,88,123,Normal,Flying,False,PidgeotMega Pidgeot
31,98,64,22,122,69,Fighting,,False,Hitmonchan
33,74,50,33,38,72,Fighting,,False,Mankey
68,101,64,59,71,108,Fighting,,False,Primeape
59,90,54,59,88,71,Poison,,False,Arbok
96,76,48,81,112,69,Psychic,,False,Hypno
50,49,30,122,75,115,Psychic,,False,Kadabra
83,97,53,73,65,61,Fighting,,False,Machoke
34,53,90,37,35,14,Water,,False,Shellder
61,95,66,73,68,87,Poison,,False,Arbok
85,61,72,69,72,26,Normal,,False,Lickitung
13,98,96,32,25,66,Water,,False,Krabby
64,87,104,106,140,98,Grass,Poison,False,VenusaurMega Venusaur
48,74,58,95,88,121,Electric,,False,Electabuzz
84,88,80,174,108,97,Fire,Flying,False,CharizardMega Charizard Y
77,75,83,95,104,67,Grass,Poison,False,Venusaur
107,76,94,116,62,59,Grass,Psychic,False,Exeggutor
99,100,89,54,64,105,Normal,,False,Kangaskhan
49,39,64,50,36,27,Poison,,False,Nidoran♀
88,97,121,84,75,40,Water,Psychic,False,Slowbro
44,56,48,39,40,46,Poison,,False,Nidoran♂
22,89,94,73,50,49,Rock,Water,False,Kabuto
47,79,58,69,72,85,Fire,,False,Ponyta
15,28,64,65,17,63,Water,,False,Horsea
30,41,88,80,45,60,Electric,Steel,False,Magnemite
23,43,37,95,40,72,Ghost,Poison,False,Gastly
39,97,190,92,37,69,Water,Ice,False,Cloyster
90,100,94,117,97,102,Psychic,,False,Mew
110,109,80,66,91,44,Poison,,False,Muk
93,97,79,85,116,36,Poison,,False,Muk
68,104,109,49,65,95,Water,,False,Kingler
83,60,52,52,53,27,Water,Psychic,False,Slowpoke
57,69,58,61,50,61,Fire,,False,Growlithe
138,81,63,107,74,49,Water,,False,Vaporeon
127,51,6,28,18,25,Normal,Fairy,False,Jigglypuff
82,63,95,79,100,76,Water,,False,Blastoise
67,99,59,81,72,93,Dragon,,False,Dragonair
79,78,82,28,48,27,Ground,Rock,False,Rhyhorn
45,43,43,49,28,100,Water,,False,Poliwag
33,39,45,34,49,93,Electric,,False,Pikachu
59,126,67,45,69,98,Normal,Flying,False,Dodrio
66,14,52,44,24,35,Bug,Poison,False,Kakuna
