HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Legendary,Name
98,110,97,154,81,140,Psychic,,True,Mewtwo
63,84,71,70,74,93,Poison,Flying,False,Golbat
47,42,29,120,64,98,Psychic,,False,Kadabra
44,60,46,41,34,48,Poison,,False,Nidoran♂
51,48,56,35,94,44,Psychic,,False,Drowzee
79,77,48,25,48,28,Fighting,,False,Machop
95,84,92,75,83,76,Poison,Ground,False,Nidoqueen
61,128,52,110,107,67,Fire,,False,Flareon
55,64,82,69,77,58,Water,,False,Wartortle
69,103,113,35,56,74,Ground,,False,Sandslash
100,127,76,55,94,88,Water,Flying,False,Gyarados
254,1,10,26,109,50,Normal,,False,Chansey
62,154,112,69,97,106,Bug,Flying,False,PinsirMega Pinsir
19,37,78,93,56,42,Electric,Steel,False,Magnemite
48,55,41,141,93,122,Psychic,,False,Alakazam
75,104,62,56,69,89,Fighting,,False,Primeape
55,90,59,53,66,87,Fire,,False,Ponyta
23,77,91,65,39,60,Rock,Water,False,Kabuto
64,120,53,98,117,73,Fire,,False,Flareon
60,59,61,81,74,70,Grass,Poison,False,Ivysaur
51,26,54,20,25,29,Bug,,False,Metapod
243,12,1,42,105,48,Normal,,False,Chansey
24,87,86,63,39,56,Rock,Water,False,Kabuto
66,63,92,164,93,122,Ghost,Poison,False,GengarMega Gengar
83,98,88,133,81,97,Electric,Flying,True,Zapdos
71,75,79,83,108,89,Fire,,False,Ninetales
94,66,61,44,40,10,Water,Psychic,False,Slowpoke
135,88,71,92,95,54,Water,Ice,False,Lapras
17,3,63,22,20,75,Water,,False,Magikarp
57,94,36,44,87,77,Bug,Poison,False,Beedrill
43,40,49,42,34,92,Water,,False,Poliwag
86,71,111,101,81,40,Water,Psychic,False,Slowbro
46,72,39,41,60,42,Dragon,,False,Dratini
83,82,84,131,79,120,Normal,Flying,False,PidgeotMega Pidgeot
62,52,74,78,83,131,Electric,,False,Electrode
107,83,81,39,84,96,Normal,,False,Kangaskhan
84,79,74,67,109,70,Psychic,,False,Hypno
59,89,59,45,75,86,Normal,,False,Raticate
40,55,54,89,58,24,Grass,Poison,False,Oddish
62,98,59,60,66,97,Normal,Flying,False,Fearow
112,93,75,41,86,83,Normal,,False,Kangaskhan
86,134,89,62,104,140,Rock,Flying,False,AerodactylMega Aerodactyl
64,86,49,101,77,113,Electric,,False,Electabuzz
102,116,94,159,85,124,Psychic,,True,Mewtwo
87,87,99,27,26,19,Ground,Rock,False,Rhyhorn
59,40,54,35,39,48,Poison,,False,Nidoran♀
82,106,130,115,118,74,Grass,Poison,False,VenusaurMega Venusaur
130,57,63,114,92,69,Water,,False,Vaporeon
40,22,51,61,52,104,Electric,,False,Voltorb
54,73,53,75,67,118,Normal,,False,Persian
86,81,100,94,135,84,Ice,Flying,True,Articuno
25,56,60,69,52,78,Water,,False,Staryu
67,108,102,68,76,74,Rock,Water,False,Kabutops
104,69,109,101,86,21,Water,Psychic,False,Slowbro
107,96,66,73,107,51,Poison,,False,Muk
130,62,59,114,103,57,Water,,False,Vaporeon
68,64,53,113,104,123,Electric,,False,Jolteon
90,91,86,135,86,92,Electric,Flying,True,Zapdos
112,110,74,57,98,49,Poison,,False,Muk
85,73,87,110,85,50,Grass,Poison,False,Vileplume
65,69,71,48,50,62,Poison,,False,Nidorina
59,57,79,62,88,60,Water,,False,Wartortle
63,69,71,165,103,129,Ghost,Poison,False,GengarMega Gengar
31,37,35,27,26,39,Bug,Poison,False,Weedle
39,32,48,58,54,99,Electric,,False,Voltorb
40,32,40,20,15,48,Bug,,False,Caterpie
62,62,68,54,48,91,Water,,False,Poliwhirl
88,105,75,159,110,97,Fire,Flying,False,CharizardMega Charizard Y
62,63,59,95,75,96,Bug,Poison,False,Venomoth
64,103,101,34,78,110,Normal,,False,Tauros
58,114,98,72,67,86,Rock,Water,False,Kabutops
69,116,100,64,69,77,Rock,Water,False,Kabutops
251,7,1,38,96,59,Normal,,False,Chansey
66,100,66,68,60,100,Normal,Flying,False,Dodrio
90,98,58,96,74,74,Grass,Poison,False,Victreebel
61,57,53,41,62,51,Normal,,False,Eevee
70,108,66,62,63,86,Fighting,,False,Primeape
76,121,91,54,65,93,Bug,,False,Pinsir
55,82,49,55,70,102,Normal,,False,Raticate
64,95,58,105,88,85,Fire,,False,Magmar
31,55,47,51,51,85,Electric,,False,Pikachu
98,103,83,98,83,90,Fire,,False,Arcanine
66,33,86,70,37,33,Grass,Psychic,False,Exeggcute
71,90,75,83,74,107,Fire,,False,Rapidash
62,54,44,52,57,56,Normal,,False,Eevee
45,59,74,176,93,143,Psychic,,False,AlakazamMega Alakazam
76,104,107,36,61,106,Normal,,False,Tauros
143,76,52,75,48,41,Normal,Fairy,False,Wigglytuff
102,66,187,123,90,22,Water,Psychic,False,SlowbroMega Slowbro
26,70,30,23,35,69,Normal,,False,Rattata
51,45,49,76,74,25,Grass,Poison,False,Oddish
59,63,57,47,46,77,Normal,Flying,False,Pidgeotto
138,74,68,88,103,64,Water,Ice,False,Lapras
89,93,127,125,120,71,Grass,Poison,False,VenusaurMega Venusaur
85,91,86,33,24,26,Ground,Rock,False,Rhyhorn
100,124,117,50,50,44,Ground,Rock,False,Rhydon
86,109,72,98,64,61,Grass,Poison,False,Victreebel
80,108,65,98,73,66,Grass,Poison,False,Victreebel
110,179,104,156,103,128,Psychic,Fighting,True,MewtwoMega Mewtwo X
72,79,67,71,75,91,Poison,Flying,False,Golbat
112,111,67,55,102,53,Poison,,False,Muk
72,52,125,103,30,53,Grass,,False,Tangela
45,98,183,95,38,66,Water,Ice,False,Cloyster
39,43,151,33,56,63,Rock,Ground,False,Onix
130,53,61,116,94,71,Water,,False,Vaporeon
55,60,42,38,58,52,Bug,Poison,False,Venonat
87,134,73,65,82,64,Fighting,,False,Machamp
53,71,42,63,65,58,Normal,Flying,False,Farfetch'd
73,140,91,77,89,145,Rock,Flying,False,AerodactylMega Aerodactyl
26,19,24,102,42,97,Psychic,,False,Abra
40,68,53,41,51,47,Dragon,,False,Dratini
62,62,77,83,69,42,Grass,Poison,False,Gloom
22,47,79,65,30,52,Water,,False,Horsea
92,150,104,78,127,89,Water,Dark,False,GyaradosMega Gyarados
70,83,61,73,62,71,Dragon,,False,Dragonair
97,83,81,69,91,84,Poison,Ground,False,Nidoqueen
45,53,63,67,42,48,Grass,Poison,False,Bulbasaur
98,78,101,100,75,38,Water,Psychic,False,Slowbro
127,75,52,112,93,66,Water,,False,Vaporeon
46,44,64,94,124,88,Psychic,Fairy,False,Mr. Mime
69,107,71,100,71,72,Grass,Poison,False,Victreebel
74,76,69,83,98,105,Fire,,False,Ninetales
28,82,43,33,46,78,Normal,Flying,False,Doduo
100,152,101,66,133,88,Water,Dark,False,GyaradosMega Gyarados
50,107,73,42,106,77,Fighting,,False,Hitmonchan
90,103,73,90,70,79,Poison,Ground,False,Nidoking
85,68,80,81,108,61,Psychic,,False,Hypno
49,120,56,38,117,75,Fighting,,False,Hitmonlee
62,152,125,67,81,113,Bug,Flying,False,PinsirMega Pinsir
43,65,86,64,54,28,Poison,,False,Koffing
34,40,103,96,57,25,Rock,Water,False,Omanyte
51,54,51,45,57,67,Normal,,False,Eevee
75,51,105,92,42,70,Grass,,False,Tangela
55,40,53,35,50,42,Poison,,False,Nidoran♀
74,109,80,67,73,97,Bug,Flying,False,Scyther
33,26,79,92,53,42,Electric,Steel,False,Magnemite
94,97,81,128,59,61,Grass,Psychic,False,Exeggutor
90,138,93,106,97,76,Dragon,Flying,False,Dragonite
48,59,40,43,52,58,Dragon,,False,Dratini
57,59,82,80,68,49,Grass,Poison,False,Gloom
56,61,76,92,73,37,Grass,Poison,False,Gloom
43,39,19,22,19,53,Bug,Poison,False,Weedle
76,85,51,42,42,29,Poison,,False,Grimer
109,130,123,43,40,40,Ground,Rock,False,Rhydon
74,73,83,79,99,97,Fire,,False,Ninetales
102,130,102,55,96,105,Normal,,False,KangaskhanMega Kangaskhan
89,99,73,159,117,97,Fire,Flying,False,CharizardMega Charizard Y
97,70,78,88,95,55,Fairy,,False,Clefable
99,82,108,96,75,30,Water,Psychic,False,Slowbro
48,32,22,121,67,110,Psychic,,False,Kadabra
56,71,60,57,50,58,Normal,Flying,False,Farfetch'd
106,42,22,49,21,30,Normal,Fairy,False,Jigglypuff
23,24,9,117,50,87,Psychic,,False,Abra
57,60,74,79,84,41,Normal,,False,Porygon
70,106,114,40,47,73,Ground,,False,Sandslash
88,71,184,128,94,25,Water,Psychic,False,SlowbroMega Slowbro
42,104,87,31,116,75,Fighting,,False,Hitmonchan
63,98,70,66,54,109,Normal,Flying,False,Dodrio
65,102,54,81,78,105,Electric,,False,Raichu
81,108,67,44,68,37,Fighting,,False,Machoke
74,109,76,54,85,102,Bug,Flying,False,Scyther
67,107,62,73,81,110,Fire,,False,Rapidash
75,78,80,120,92,45,Grass,Poison,False,Vileplume
78,75,73,72,114,71,Psychic,,False,Hypno
23,87,100,55,45,45,Rock,Water,False,Kabuto
71,146,35,12,82,149,Bug,Poison,False,BeedrillMega Beedrill
80,102,78,44,49,52,Fighting,,False,Machoke
95,74,116,95,78,32,Water,Psychic,False,Slowbro
18,28,16,115,46,87,Psychic,,False,Abra
84,128,121,50,71,41,Rock,Ground,False,Golem
64,107,79,65,74,111,Bug,Flying,False,Scyther
44,83,58,63,68,94,Fire,,False,Ponyta
88,97,101,119,87,88,Fire,Flying,True,Moltres
60,42,60,32,45,36,Poison,,False,Nidoran♀
84,74,82,132,80,127,Normal,Flying,False,PidgeotMega Pidgeot
55,81,57,74,83,88,Poison,,False,Arbok
50,87,57,67,58,91,Fire,,False,Ponyta
43,30,105,100,50,27,Rock,Water,False,Omanyte
94,60,81,57,76,17,Normal,,False,Lickitung
24,13,58,10,18,77,Water,,False,Magikarp
29,57,32,31,42,62,Normal,,False,Rattata
72,96,46,80,36,60,Grass,Poison,False,Weepinbell
64,90,86,57,73,35,Bug,Grass,False,Parasect
68,143,43,9,92,140,Bug,Poison,False,BeedrillMega Beedrill
33,62,35,18,42,63,Normal,,False,Rattata
62,81,37,66,50,54,Fire,,False,Growlithe
128,77,81,88,102,59,Water,Ice,False,Lapras
137,70,51,82,50,45,Normal,Fairy,False,Wigglytuff
63,119,97,64,69,88,Bug,,False,Pinsir
70,108,77,165,112,102,Fire,Flying,False,CharizardMega Charizard Y
68,56,60,84,86,51,Grass,Poison,False,Ivysaur
64,72,104,52,82,51,Ground,,False,Marowak
42,51,32,37,30,59,Normal,Flying,False,Pidgey
45,49,32,34,41,89,Normal,,False,Meowth
48,52,44,48,71,62,Normal,,False,Eevee
65,84,103,44,82,47,Ground,,False,Marowak
44,40,67,50,71,42,Water,,False,Squirtle
65,56,63,83,82,56,Grass,Poison,False,Ivysaur
56,82,53,97,91,111,Electric,,False,Electabuzz
54,58,42,45,90,39,Psychic,,False,Drowzee
80,74,75,74,102,70,Water,Ice,False,Dewgong
74,86,63,70,79,78,Water,,False,Seaking
6,65,28,36,45,85,Ground,,False,Diglett
90,85,116,96,72,31,Water,Psychic,False,Slowbro
100,129,96,64,102,99,Normal,,False,KangaskhanMega Kangaskhan
151,115,67,55,118,34,Normal,,False,Snorlax
145,76,40,79,55,40,Normal,Fairy,False,Wigglytuff
74,39,47,67,66,30,Fairy,,False,Clefairy
77,65,56,89,65,98,Bug,Poison,False,Venomoth
84,90,68,54,62,47,Fighting,,False,Machoke
61,81,114,45,82,42,Ground,,False,Marowak
34,37,32,114,72,111,Psychic,,False,Kadabra
77,80,89,91,110,78,Grass,Poison,False,Venusaur
46,69,40,39,48,63,Fighting,,False,Mankey
73,117,134,55,71,45,Rock,Ground,False,Golem
92,61,65,34,42,21,Water,Psychic,False,Slowpoke
83,86,97,78,98,88,Water,,False,Blastoise
62,99,64,61,61,95,Normal,Flying,False,Fearow
83,107,58,89,77,76,Grass,Poison,False,Victreebel
67,49,52,37,62,38,Bug,Poison,False,Venonat
37,76,81,57,37,67,Rock,Water,False,Kabuto
105,41,22,54,24,24,Normal,Fairy,False,Jigglypuff
78,77,92,119,87,37,Grass,Poison,False,Vileplume
45,55,34,24,25,79,Normal,Flying,False,Spearow
84,111,115,135,102,83,Water,,False,BlastoiseMega Blastoise
86,70,55,39,43,22,Water,Psychic,False,Slowpoke
87,69,82,90,89,66,Fairy,,False,Clefable
41,49,43,33,32,47,Poison,Flying,False,Zubat
45,107,56,37,117,93,Fighting,,False,Hitmonlee
51,72,79,172,94,132,Ghost,Poison,False,GengarMega Gengar
90,97,86,117,87,103,Electric,Flying,True,Zapdos
104,112,89,155,87,133,Psychic,,True,Mewtwo
84,99,87,121,94,95,Fire,Flying,True,Moltres
44,120,60,38,110,83,Fighting,,False,Hitmonlee
68,77,66,72,73,64,Dragon,,False,Dragonair
72,95,85,103,82,97,Fire,Flying,False,Charizard
46,78,31,36,42,72,Fighting,,False,Mankey
66,73,57,97,76,81,Bug,Poison,False,Venomoth
85,105,100,66,94,60,Water,Fighting,False,Poliwrath
46,116,73,58,61,106,Normal,Flying,False,Dodrio
52,55,95,124,66,73,Electric,Steel,False,Magneton
55,21,54,21,24,30,Bug,,False,Metapod
83,81,73,131,84,127,Normal,Flying,False,PidgeotMega Pidgeot
54,57,63,165,97,154,Psychic,,False,AlakazamMega Alakazam
38,76,58,38,59,16,Bug,Grass,False,Paras
87,47,69,70,69,43,Normal,,False,Lickitung
62,87,59,69,78,83,Poison,,False,Arbok
75,77,49,43,55,26,Poison,,False,Grimer
38,22,58,26,26,35,Bug,,False,Metapod
64,61,48,49,46,81,Normal,Flying,False,Pidgeotto
75,49,115,108,33,55,Grass,,False,Tangela
53,10,55,34,27,26,Bug,,False,Metapod
70,89,116,81,70,64,Poison,,False,Weezing
65,133,56,85,114,72,Fire,,False,Flareon
94,136,77,57,88,53,Fighting,,False,Machamp
57,67,89,65,75,52,Water,,False,Wartortle
107,105,82,67,100,39,Poison,,False,Muk
90,97,95,72,84,72,Water,Fighting,False,Poliwrath
79,111,80,155,123,86,Fire,Flying,False,CharizardMega Charizard Y
52,77,85,18,30,38,Ground,,False,Sandshrew
32,47,30,36,42,66,Normal,,False,Rattata
93,77,64,76,111,62,Psychic,,False,Hypno
44,36,35,36,39,61,Normal,Flying,False,Pidgey
96,103,77,69,102,53,Poison,,False,Muk
66,129,57,86,116,71,Fire,,False,Flareon
47,79,58,69,72,85,Fire,,False,Ponyta
70,59,65,54,41,96,Water,,False,Poliwhirl
59,80,106,42,91,47,Ground,,False,Marowak
47,70,52,49,67,67,Normal,Flying,False,Farfetch'd
62,73,61,120,75,109,Ghost,Poison,False,Gengar
43,38,34,27,14,39,Bug,,False,Caterpie
47,38,39,30,35,56,Poison,Flying,False,Zubat
109,190,106,142,107,126,Psychic,Fighting,True,MewtwoMega Mewtwo X
45,57,42,71,55,50,Water,,False,Psyduck
20,42,18,42,50,93,Ground,,False,Diglett
54,61,88,168,90,139,Ghost,Poison,False,GengarMega Gengar
67,88,50,92,74,114,Electric,,False,Raichu
84,107,84,98,88,94,Fire,,False,Arcanine
56,104,78,36,104,77,Fighting,,False,Hitmonchan
51,106,76,28,115,79,Fighting,,False,Hitmonchan
49,99,179,82,41,75,Water,Ice,False,Cloyster
49,129,111,57,60,69,Water,,False,Kingler
58,156,118,67,87,114,Bug,Flying,False,PinsirMega Pinsir
93,142,99,93,99,74,Dragon,Flying,False,Dragonite
87,85,94,22,37,20,Ground,Rock,False,Rhyhorn
43,59,46,107,59,91,Ghost,Poison,False,Haunter
44,79,88,33,31,25,Rock,Ground,False,Geodude
67,64,70,96,68,85,Bug,Poison,False,Venomoth
54,55,96,99,54,82,Water,,False,Seadra
99,107,85,158,93,138,Psychic,,True,Mewtwo
86,97,57,61,79,70,Water,,False,Seaking
72,107,68,51,66,41,Fighting,,False,Machoke
38,56,40,41,49,96,Electric,,False,Pikachu
78,65,60,55,49,58,Poison,,False,Nidorina
68,101,92,43,71,115,Normal,,False,Tauros
63,73,50,52,74,101,Normal,,False,Raticate
131,57,57,116,98,66,Water,,False,Vaporeon
72,100,102,51,57,68,Ground,,False,Sandslash
52,57,35,44,48,52,Normal,,False,Ditto
47,65,59,61,59,61,Normal,Flying,False,Farfetch'd
47,60,31,30,33,61,Normal,Flying,False,Spearow
72,83,43,39,80,78,Bug,Poison,False,Beedrill
103,183,99,159,99,137,Psychic,Fighting,True,MewtwoMega Mewtwo X
48,58,48,66,41,57,Grass,Poison,False,Bulbasaur
66,70,61,49,46,93,Water,,False,Poliwhirl
68,69,57,54,71,121,Normal,,False,Persian
83,94,70,68,66,134,Rock,Flying,False,Aerodactyl
81,75,58,82,125,94,Water,Poison,False,Tentacruel
255,4,1,31,115,45,Normal,,False,Chansey
29,82,49,38,41,71,Normal,Flying,False,Doduo
69,108,71,58,52,102,Normal,Flying,False,Dodrio
51,70,64,36,41,58,Water,,False,Goldeen
57,47,54,83,75,79,Bug,Flying,False,Butterfree
45,34,30,58,98,70,Water,Poison,False,Tentacool
91,98,82,67,94,73,Poison,Ground,False,Nidoqueen
59,59,70,134,76,102,Ghost,Poison,False,Gengar
58,42,48,53,72,52,Water,,False,Seel
98,148,74,198,125,137,Psychic,,True,MewtwoMega Mewtwo Y
55,38,60,181,98,158,Psychic,,False,AlakazamMega Alakazam
72,50,120,100,48,45,Grass,,False,Tangela
64,52,53,54,54,72,Normal,Flying,False,Pidgeotto
38,29,94,94,61,39,Rock,Water,False,Omanyte
31,35,55,48,54,107,Electric,,False,Voltorb
45,98,183,80,42,77,Water,Ice,False,Cloyster
68,65,79,162,94,132,Ghost,Poison,False,GengarMega Gengar
18,10,60,18,16,78,Water,,False,Magikarp
56,37,55,87,90,70,Bug,Flying,False,Butterfree
42,25,39,19,17,53,Bug,Poison,False,Weedle
45,83,92,16,28,36,Ground,,False,Sandshrew
12,65,17,31,36,104,Ground,,False,Diglett
53,13,52,28,30,29,Bug,,False,Metapod
48,41,61,32,43,50,Poison,,False,Nidoran♀
75,77,72,68,123,68,Psychic,,False,Hypno
58,109,75,54,78,31,Bug,Grass,False,Parasect
19,21,25,102,53,90,Psychic,,False,Abra
53,50,58,179,103,147,Psychic,,False,AlakazamMega Alakazam
77,115,135,59,71,38,Rock,Ground,False,Golem
55,110,79,35,106,70,Fighting,,False,Hitmonchan
43,76,37,41,46,62,Fighting,,False,Mankey
84,75,63,40,40,13,Water,Psychic,False,Slowpoke
81,75,53,33,34,29,Fighting,,False,Machop
48,41,68,45,59,53,Water,,False,Squirtle
53,123,54,26,114,85,Fighting,,False,Hitmonlee
164,103,65,64,122,22,Normal,,False,Snorlax
47,72,88,23,35,35,Ground,,False,Sandshrew
59,106,65,85,87,98,Fire,,False,Rapidash
86,71,71,97,93,65,Fairy,,False,Clefable
72,79,80,71,66,87,Poison,Flying,False,Golbat
63,62,45,66,56,58,Fire,,False,Growlithe
65,67,52,59,64,58,Poison,,False,Nidorino
83,95,96,128,78,100,Fire,Flying,True,Moltres
52,81,117,48,72,55,Ground,,False,Marowak
77,89,71,58,66,44,Fighting,,False,Machoke
52,85,62,59,71,81,Fire,,False,Ponyta
47,55,30,46,50,45,Poison,,False,Nidoran♂
38,62,86,70,50,34,Poison,,False,Koffing
106,122,97,68,94,103,Normal,,False,KangaskhanMega Kangaskhan
59,52,70,90,81,43,Normal,,False,Porygon
40,55,41,45,30,89,Water,,False,Poliwag
49,83,115,51,53,39,Rock,Ground,False,Graveler
49,52,46,74,50,49,Water,,False,Psyduck
48,67,55,25,56,69,Water,,False,Goldeen
17,59,32,31,42,84,Ground,,False,Diglett
49,23,49,62,54,93,Electric,,False,Voltorb
